airac 2609
ORIGIN	DEST	ROUTE	CREATION_AIRAC	AUTHOR
NCAI	NCRG	NCAI DCT BIGAN DCT NCRG	2608	LainoaSoftware
NZPM	NZAA	NZPM DCT OMBUB Y273 LIKTU Q126 HN DCT NZAA	2608	LainoaSoftware
OERK	OMDW	OERK DCT EGPIN H744 KINIB Z511 GISRA L681 GINTO M430 DOH N300 RUKOR DCT UMAMI DCT OMDW	2608	LainoaSoftware
RJTT	PHNL	RJTT DCT RUTAS DCT AROSA DCT LIGNI Y821 ADKAK G223 DAGDA A337 FONUG A450 KATHS V12 KEOLA DCT BOOKE V15 KAUAI DCT OUCHI DCT PHNL	2608	LainoaSoftware
RJTT	RJNK	RJTT DCT BEKLA Y884 YARII DCT RJNK	2608	LainoaSoftware
RPLL	VTBS	RPLL DCT BUCAL M646 OLRAX W3 DODUS L628 PCA G474 ANREN DCT VTBS	2608	LainoaSoftware
SKBO	SPJC	SKBO DCT LIXAG W22 TOMEX W85 SVC W15 EDPIB DCT NIRBU UL305 PUNUD T234 TAP UL342 ILROL DCT SPJC	2608	LainoaSoftware
VOGA	VOBL	VOGA DCT MOXAX W101E SUSIK DCT VOBL	2608	LainoaSoftware
YSSY	WADD	YSSY DCT KADOM A576 AS A587 MUBOT DCT SASAX T20 DULOS DCT PATIN DCT BIMOV DCT CODOT DCT SARAV DCT WADD	2608	LainoaSoftware
ZBAA	ZLIC	ZBAA DCT BOTPU W47 ALGIB W193 YLX W218 TUTGO W220 AGVEN DCT ZLIC	2608	LainoaSoftware
ZBTJ	ZGSZ	ZBTJ DCT ELKUR DCT AVBOX DCT OMDEK W37 GUSIV V52 OPUNI R473 BEMAG V5 CON W6 SAREX DCT ZGSZ	2608	LainoaSoftware
ZGNN	ZSHC	ZGNN DCT VAPNA R474 IGBAB W120 ENKUS R343 MAMSI V147 MOLSO G586 WYN A599 ELNEX DCT ZSHC	2608	LainoaSoftware
ZJHK	ZPPP	ZJHK DCT AGTEL W71 LH R339 BSE A599 LXI DCT ZPPP	2608	LainoaSoftware
ZPPP	ZJHK	ZPPP DCT PP401 DCT ATOLO W150 LXI A599 BSE R339 BHY W70 LIDLU DCT ZJHK	2608	LainoaSoftware
ZSAM	ZSHC	ZSAM DCT BUPDU DCT FQG A470 LJG B221 SUPAR DCT ZSHC	2608	LainoaSoftware
ZSHC	ZGNN	ZSHC DCT ELNEX A599 WYN G586 MOLSO V147 MAMSI R343 LBN DCT ZGNN	2608	LainoaSoftware
ZSJN	ZYTL	ZSJN DCT BASOV W4 HCH W201 GOTSU W575 INTIV DCT ZYTL	2608	LainoaSoftware
ZSPD	KLAX	ZSPD DCT LASAN G327 LAMEN A593 SADLI Y590 BEDAR Y591 FUE Y35 SALTY DCT MALTA V40 KTE Y33 LABEL Y121 SWING Y88 DAIGO Y889 OATIS R580 ONEIL G469 SPY T222 HYLEE V480 BET J188 SQA Q10 MDO J605 BKA J195 ANN Q902 YZT J523 TOU J501 OED J1 RBL V195 GONGS T261 WINDY T263 AVE J1 DERBB T263 FIM DCT KLAX	2608	LainoaSoftware
ZSQD	ZSSS	ZSQD DCT LATUX W108 SOSMA W113 SANUS B221 ODULO V2 HSH DCT PUD DCT ZSSS	2608	LainoaSoftware
ZUCK	ZSOF	ZUCK DCT OLNER B213 WHA R343 MIDOX DCT ZSOF	2608	LainoaSoftware
ZUTF	ZSAM	ZUTF DCT UBRAB B213 IVSOL W180 VILUS V50 UGUGU W182 LAGEX G586 SJG B330 GMC G586 WYN W18 NOMAR DCT GG538 DCT SULAS DCT VIPAP R200 BEBEM A470 TEBON DCT ZSAM	2608	LainoaSoftware
ZWYN	ZWWW	ZWYN DCT IGLOT A343 POSOT B215 EPDAG DCT ZWWW	2608	LainoaSoftware
ZYCC	ZGSZ	ZYCC DCT BUTET G341 UGRUP A345 BIDIB A588 UDETI W202 DOBGA DCT NIXEP W173 HCH W651 JDG DCT QD800 DCT JDW V165 MUMUN W103 EXUVU W4 IPNIT W37 GUSIV V52 OPUNI R473 BEMAG V5 CON W6 SAREX DCT ZGSZ	2608	LainoaSoftware
CYVR	CYCD	CYVR DCT CASDY DCT CYCD	2607	LainoaSoftware
EGLL	EGCC	EGLL DCT UMLAT T418 WELIN T420 ELVOS DCT EGCC	2608	LainoaSoftware
KCLE	KEWR	KCLE DCT EWC J64 BURNI J61 PSB T216 FQM DCT KEWR	2608	LainoaSoftware
KCLT	KTYS	KCLT DCT GINNN DCT ENADE DCT BWALL DCT STYLZ T441 PUPDG DCT SOT V136 VXV DCT KTYS	2609	LainoaSoftware
KDEN	KCLT	KDEN DCT TAVRN DCT SIGNE V160 FQF J80 HLC V4 SLN T413 EMP V234 BUM J112 PLESS J45 BNA J46 VXV V136 SOT DCT KCLT	2608	LainoaSoftware
KIAH	MSLP	KIAH DCT VUH L207 LERIL UT11 URTEL L208 MID A758 NOVOG DCT MSLP	2608	LainoaSoftware
KLAX	KTUS	KLAX DCT IPL J18 BZA V66 MOHAK Q166 GBN DCT KTUS	2608	LainoaSoftware
KMSY	KDFW	KMSY DCT RCOLA T471 WRACK V566 AEX V114 GGG V94 CAPTI DCT OUTLN DCT KDFW	2608	LainoaSoftware
KORD	KPIA	KORD DCT JOT J96 PIA DCT KPIA	2607	LainoaSoftware
KTPA	KBNA	KTPA DCT CAMJO DCT KRVUR DCT IISLY Q79 THRSR DCT ZELAN DCT DALAS DCT RKMRT DCT KBNA	2608	LainoaSoftware
KTYS	KATL	KTYS DCT HIGGI DCT KATL	2608	LainoaSoftware
LCEN	LTBJ	LCEN DCT AI316 DCT AYT N135 BAPSI DCT LTBJ	2608	LainoaSoftware
LEBL	LEMG	LEBL DCT LOTOS M985 VIBAS DCT LEMG	2608	LainoaSoftware
LTFM	LTAU	LTFM DCT VICEN T380 ASMAP L333 BAG A17 KISLA DCT LTAU	2608	LainoaSoftware
MDPC	KJFK	MDPC DCT KJFK	2608	LainoaSoftware
MPTO	MMUN	MPTO DCT ANGUD DCT TBG A321 MORLI UN420 SPP UM205 SIGMA DCT MMUN	2608	LainoaSoftware
OKKK	OBBI	OKKK DCT BOXIK B416 IMDOX P975 LONOS L703 VELOG DCT ROTEL DCT LADNA DCT OBBI	2608	LainoaSoftware
OKKK	OERK	OKKK DCT KATOD G667 ESRAT DCT OERK	2608	LainoaSoftware
OKKK	OTHH	OKKK DCT BOXIK B416 IMDOX P975 LONOS L703 HAYYA DCT OTHH	2608	LainoaSoftware
PHNL	RJTT	PHNL DCT PIPLN DCT SHIGI V12 KATHS A450 FONUG A337 DAGDA Y820 INUBO Y108 MESSE DCT RJTT	2608	LainoaSoftware
RJBE	ROAH	RJBE DCT KTE V53 SUC B597 SEPIA Y26 SWANO Y75 ONC A582 OKUMA DCT ROAH	2608	LainoaSoftware
SPJC	SPHI	SPJC DCT ATATU UV1 TRU V1 PALOP DCT SPHI	2608	LainoaSoftware
VTBS	ZPPP	VTBS DCT NOBER B346 LPB B218 SAGAG A581 ELASU DCT ZPPP	2608	LainoaSoftware
YPPH	YPPD	YPPH DCT OTLED Y10 ESDEG Y44 PD DCT PD928 DCT YPPD	2607	LainoaSoftware
ZGNN	ZUTF	ZGNN DCT UVUNO R339 BSE V86 QNX A581 BIPIP W179 RIRKI W232 ELDUD DCT ZUTF	2608	LainoaSoftware
ZGSZ	ZYCC	ZGSZ DCT OVGOT R200 BEBEM A470 LJG B221 PAMVU V74 BK W58 XSY DCT NINAS B221 BEKOK W115 MATNU W108 LATUX W172 TEKAM V68 DOBGA W202 UDETI A588 LEMOT DCT ZYCC	2608	LainoaSoftware
ZPPP	VTBS	ZPPP DCT ELASU A581 SAGAG B218 VTN R474 ALBOS DCT VTBS	2608	LainoaSoftware
ZUUU	ZBTJ	ZUUU DCT PEBMO W694 IPDOX W277 MUMOD W47 LOVRA DCT MENED DCT WJC G212 TONOV V152 GUVRI W85 OMDEK DCT AVBOX DCT ZBTJ	2608	LainoaSoftware
ZWWW	ZUUU	ZWWW DCT WW410 DCT FKG W192 LUPRO V116 ESDEX W192 DUMIN Y1 MEPEP Y2 LUVAR L888 BIGOR W9 LADUP DCT ZUUU	2608	LainoaSoftware
ZYCC	ZGGG	ZYCC DCT BUTET G341 TGO G212 VYK W37 GUSIV V52 OPUNI R473 BEMAG V5 IRTAT DCT ZGGG	2608	LainoaSoftware
KPHX	KMDW	KPHX DCT ABQ J18 MZV J232 BURKK DCT KAMBL DCT KMDW	2608	LainoaSoftware
VABB	VANP	VABB DCT AAU G450 TAMID DCT VANP	2607	LainoaSoftware
KASE	KLAX	KASE DCT NOVJO V220 EKR J100 SAKES Q70 BAWER Q96 PURSE DCT KLAX	2608	LainoaSoftware
KCRP	KIAH	KCRP DCT AUSTS DCT LMEDA DCT KIAH	2608	LainoaSoftware
KDSM	KORD	KDSM DCT BILOX V294 CVA V6 START DCT TRIDE DCT KORD	2608	LainoaSoftware
KGSO	KLGA	KGSO DCT WHAYN DCT PROVE T224 MAYOS T553 HENBY T414 GVE Q34 DUALY DCT DOCTR DCT PALEO V170 SWANN DCT KLGA	2608	LainoaSoftware
KIAH	KCRP	KIAH DCT CRP DCT KCRP	2607	LainoaSoftware
KOAK	KSEA	KOAK DCT DEDHD DCT RAGGS V195 JINGO T261 GONGS V195 RBL J1 BTG DCT KSEA	2608	LainoaSoftware
KPHX	KELP	KPHX DCT OLIIN DCT NOCHI T310 SSO V94 MOLLY DCT KELP	2608	LainoaSoftware
KRDM	KSEA	KRDM DCT HHOOD DCT CARBY T276 COUGA DCT KRIEG DCT KSEA	2608	LainoaSoftware
KSAN	KJFK	KSAN DCT KJFK	2608	LainoaSoftware
LHBP	LLBG	LHBP DCT LITKU Y301 KALIF DCT WESTE DCT KEROP DCT NISVA N131 DEN T39 EDISI UT39 TOMBI A16 MAROS L609 ZUKKO DCT LLBG	2608	LainoaSoftware
LROP	LTFM	LROP DCT SISGU DCT SORDU DCT BULEN L605 RIXEN DCT LTFM	2608	LainoaSoftware
MMUN	KLAX	MMUN DCT UDGUV UJ84 CZA UT22 PERGO UT37 ULUMA UM345 BOSAS UT11 RUDLO UJ38 CUU UT41 AXASA J93 JLI DCT KLAX	2608	LainoaSoftware
OTHH	OKKK	OTHH DCT LUBET L934 OBMON L768 EGMOR A453 DEBTI DCT OKKK	2608	LainoaSoftware
OTHH	VTBS	OTHH DCT ALSEM L305 KIVUS P559 AMBOV Q322 LOVEM M677 KUSEN A791 LAKIV N894 TELEM G210 VASLA G472 AAE W40 BODAR G472 NNP L524 IBETO DCT VTBS	2608	LainoaSoftware
PANC	KJFK	PANC DCT KJFK	2608	LainoaSoftware
UWWW	UUEE	UWWW DCT ODRUT T793 GUBOM L158 DIMGI DCT UUEE	2608	LainoaSoftware
VHHH	VVNB	VHHH DCT BEKOL DCT KEVAR DCT SAREX DCT POU A599 GYA R474 NAKHA DCT VVNB	2608	LainoaSoftware
VNKT	VNNG	VNKT DCT MANKA Q319 TULVI DCT VNNG	2608	LainoaSoftware
ZGGG	ZYTL	ZGGG DCT BOVMA W41 OMDUP G471 PLT A599 OMDEM H2 VILID V65 AGASK W163 VEMEX W73 MABOS V142 ATVAD A593 NIXEM W185 YCH W113 SANUS B221 AVLOK DCT LAROP W172 IGDEG W173 NIXEP DCT ZYTL	2608	LainoaSoftware
ZJSY	ZSJN	ZJSY DCT PORAP DCT ANPIM G221 NYB W70 BHY W159 IVPUB W120 ENKUS R343 GOSMA W82 UPMAT W56 IGMIG DCT GUTOV B208 FYG V167 DO W126 DPX A593 ABTUB DCT ZSJN	2608	LainoaSoftware
ZSFZ	ZGGG	ZSFZ DCT DOVPU W643 ATSAB A470 BEBEM R200 GUBLO W22 IDUMA DCT ZGGG	2608	LainoaSoftware
ZSJN	ZJSY	ZSJN DCT EXUVU W4 IPNIT W37 PONUD DCT HOK A461 LKO R343 ENKUS W120 IVPUB W159 BHY W70 NYB G221 UPRIS DCT ZJSY	2608	LainoaSoftware
ZUTF	ZGNN	ZUTF DCT ATVAX W234 NIXID B330 QNX V86 BSE R339 UVUNO DCT ZGNN	2608	LainoaSoftware
ZUUU	ZWWW	ZUUU DCT BOKIR W179 OMBON Y1 DUMIN W192 ESDEX V116 LUPRO W192 FKG DCT ZWWW	2608	LainoaSoftware
HKJK	HUEN	HKJK DCT APLOG UL442 APDOT UL434 OKSUM DCT HUEN	2608	LainoaSoftware
KATL	KSAV	KATL DCT GAIRY DCT BBOAT DCT HADOC V267 DBN DCT KLICK DCT TYFTR DCT EHEJO T408 MAYAR V154 SAV DCT KSAV	2607	LainoaSoftware
KCLT	KDCA	KCLT DCT MESHY DCT GANTS V409 LIB T206 SNOWS V39 SBV V20 YUDUG T224 WAVES DCT KDCA	2608	LainoaSoftware
KMCO	KSTL	KMCO DCT PAINN DCT OVENP DCT CRG V243 PRATZ DCT HAALO DCT BBAIT T294 LAYIN Q19 HITMN Q34 DITZL J151 VISQA DCT KSTL	2608	LainoaSoftware
KMIA	MGGT	KMIA DCT CANOA B879 WALKY B764 CZM G765 TIKIS DCT MGGT	2608	LainoaSoftware
KPHX	KCLT	KPHX DCT ACH V12 TCC J6 PNH T422 TUL J46 BNA V140 LVT V51 HCH V16 BUCKY DCT TAZZA DCT KCLT	2608	LainoaSoftware
KTYS	KCLT	KTYS DCT SOT DCT KCLT	2608	LainoaSoftware
LSGG	EGGW	LSGG DCT DJL A6 SOMDA T11 VATRI B3 REM Y50 ELVES DCT MOPIL DCT DELOM DCT CIV Y50 FERDI DCT ARWEF DCT COA L179 SASKI DCT XAMAN DCT SONOG DCT MEGEL DCT EGGW	2608	LainoaSoftware
LTBJ	LCEN	LTBJ DCT DEN L854 AYT N131 DOREN DCT GIRNE DCT LCEN	2608	LainoaSoftware
MMUN	MMGL	MMUN DCT UDGUV UT78 MEDOS UT20 PAZ UJ102 SLM UJ33 QET UT150 MUTEM DCT MMGL	2608	LainoaSoftware
VTBS	RPLL	VTBS DCT SELKA A1 UBL B202 PLK G474 PCA L628 SILAG DCT OLONG DCT RPLL	2608	LainoaSoftware
WIII	OEJN	WIII DCT IGBOR DCT GUDBA T6 UDUTO DCT TOLIT M766 KAT P570 TVM UL425 DONSA UM551 ANGAL M551 KIVEL R401 DEDSO L425 BOSUT DCT IMLER DCT OEJN	2608	LainoaSoftware
ZBTJ	ZUUU	ZBTJ DCT OMDEK DCT DUGEB DCT BELAX W640 AREKU DCT REVSI B215 OVKOM W287 MENED W276 ANRUG W279 ONEBA G212 SUBUL W230 AKDIK DCT ZUUU	2608	LainoaSoftware
ZSPD	ZHCC	ZSPD DCT SASAN R343 ESBAG W545 DOGVI W135 NOBEM V64 TUTKI V78 ISNEB V104 VETIP DCT ZHCC	2608	LainoaSoftware
EDDF	LIMC	EDDF DCT ANEKI Y163 PABLA DCT TUBLO N850 ODINA DCT LIMC	2608	LainoaSoftware
EGCC	EGLL	EGCC DCT SANBA DCT NUGRA DCT EGLL	2608	LainoaSoftware
KACK	KHYA	KACK DCT GAILS DCT KHYA	2607	LainoaSoftware
KBNA	KFLL	KBNA DCT RORRY DCT SYI V321 GAD V325 DALAS DCT ZELAN DCT THRSR Q79 ZPLEN DCT KFLL	2608	LainoaSoftware
KDAL	KMSY	KDAL DCT BDDAY DCT EXITE V114 LSU DCT KMSY	2608	LainoaSoftware
LEMG	LEBL	LEMG DCT VIBAS M985 VLC L34 CASIM N608 MATEX DCT LEBL	2608	LainoaSoftware
MMUN	KIAH	MMUN DCT ROTGI M219 RAKAR UL674 KEHLI A766 LAURL DCT MULLT DCT SHLLL DCT KIAH	2608	LainoaSoftware
MPTO	SPJC	MPTO DCT ANGUD DCT TBG UM674 TCO G426 QIT UM674 ROBIG UV4 PUPMI UM795 ILROL DCT SPJC	2608	LainoaSoftware
NTTB	NTAA	NTTB DCT HHN DCT ORAMA Q422 IDUTA DCT NTAA	2608	LainoaSoftware
OBBI	OKKK	OBBI DCT DAROR M708 RAMSI A453 DEBTI DCT OKKK	2608	LainoaSoftware
RJBE	RJCC	RJBE DCT MIDER V28 BIWWA DCT GUJYO Y13 MRE V13 TIKYU Y13 SIRAO V13 CHE DCT RJCC	2608	LainoaSoftware
SBGR	SBCY	SBGR DCT GERTU UL201 UMDUM UM775 SINIP DCT SBCY	2608	LainoaSoftware
SPJC	MPTO	SPJC DCT ATATU UM674 QIT G426 TCO UM674 MILAT DCT MPTO	2608	LainoaSoftware
ZYTL	ZSNJ	ZYTL DCT KARPI W5 TAO W174 XDX B221 SANUS W113 YCH W185 OF DCT ZSNJ	2608	LainoaSoftware
KATL	KTYS	KATL DCT PADGT DCT NELLO V97 VXV V16 SWASO DCT GROSS DCT KTYS	2607	LainoaSoftware
KBOS	TJSJ	KBOS DCT BRUWN Y578 KAYYT L462 MEANO M202 KINER L461 GECAL L458 THANK DCT TJSJ	2608	LainoaSoftware
KDRO	KDEN	KDRO DCT LOPEC DCT KDEN	2608	LainoaSoftware
KEWR	KCLE	KEWR DCT BIGGY V3 MAZIE T438 RAV J64 EWC DCT AIRRA DCT UPPRR DCT KCLE	2608	LainoaSoftware
KGJT	KDEN	KGJT DCT JNC DCT KDEN	2608	LainoaSoftware
KHOU	KDEN	KHOU DCT DREMR DCT LITLD V477 LOA DCT NAVYS DCT TORNN J87 TANBE J33 FUZ J58 SPS J168 LAA J20 HGO DCT KDEN	2608	LainoaSoftware
KJFK	CYYZ	KJFK DCT CYYZ	2608	LainoaSoftware
KRDU	KCLT	KRDU DCT CATAR DCT HOJPA DCT WLFFF DCT KCLT	2609	LainoaSoftware
KSMF	KPDX	KSMF DCT FTHIL DCT WRAPS V23 LIN J189 HRMNS DCT VANTZ DCT KPDX	2608	LainoaSoftware
LCLK	LLBG	LCLK DCT NORDI DCT BETID A28 ANANE Z89 IDAKU L35 PIKOG L609 ZUKKO DCT LLBG	2608	LainoaSoftware
LSGG	LPPR	LSGG DCT BALSI UY36 LTP DCT LUXAN DCT ETREK DCT AMIKO G53 MEN V14 TAKAT V21 GAI T544 AUCHE G17 BTZ R10 URUNA P181 SSN M190 BLV DCT ROLES DCT EMANU DCT UNGAS DCT RATAS N725 BISMU N872 BARKO T5 MALIS DCT LPPR	2608	LainoaSoftware
LTFM	LROP	LTFM DCT TUDBU DCT UVUDA P727 BGS L622 OBUGA DCT LROP	2608	LainoaSoftware
MMGL	MMUN	MMGL DCT KELVA DCT ERBOS UJ14 AVSUB UT149 AVALI UT155 ELURA UT17 PERGO UT23 XUDUN DCT MMUN	2608	LainoaSoftware
MMMX	LEMD	MMMX DCT NOXOS T17 KIROG UT155 AVALI UM580 IRDOV M580 MINOW M215 KNOST DCT OGGER DCT BOLTS DCT BAYPO DCT JINOS DCT INPIN DCT ORL AR15 HIBAC AR6 HOBEE M202 ONGOT DCT 3570N DCT 4055N DCT 4340N DCT IRKID DCT GUNTI UZ23 DIRMA B47 VIS UM191 RIVRO N745 ZMR DCT LEMD	2608	LainoaSoftware
MMMX	MPTO	MMMX DCT ILETO T109 TILOB UT109 UGATA UL655 ASOKU UM419 AROVI DCT MPTO	2608	LainoaSoftware
MMUN	MPTO	MMUN DCT ANTEK DCT IMOLO R506 CONAR L333 ILUBA UN420 PELRA A321 SPP UN420 MORLI DCT MPTO	2608	LainoaSoftware
MPTO	MMMX	MPTO DCT ANGUD DCT TBG UM419 ANSON UP401 SPP UP543 MGA A317 TAP J13 IZT UL423 XOSVO UT157 VIMBO L423 LARLO DCT MMMX	2608	LainoaSoftware
OMDB	VOCI	OMDB DCT IVURO M428 SUTVO DCT TONVO A777 BUBAS Z890 MIXAM P570 EMURU M300 VASTU P895 AKLON DCT VOCI	2608	LainoaSoftware
RJNK	RJTT	RJNK DCT OHNNO V52 KCC G597 TRIKE V17 XAC DCT RJTT	2608	LainoaSoftware
ROAH	RJBE	ROAH DCT AMAMI Y53 MADOG B597 SUC V53 KTE V38 OLIVE DCT TRACY DCT RJBE	2608	LainoaSoftware
ROAH	RKSI	ROAH DCT ESKOB DCT JILEE DCT OKUMA A582 ONC Y579 POLAM A586 CJU Y722 MAKSA DCT RKSI	2608	LainoaSoftware
UAAA	UAII	UAAA DCT TIPSA Z817 KIZMI N143 KOLAM DCT UAII	2608	LainoaSoftware
VTBS	ZBAA	VTBS DCT SELKA Y14 KRT W6 KKN W5 UDN R470 VTN R474 MC B465 NOB R474 WUY R343 GOSMA W82 UPMAT W56 DUGEB DCT ZBAA	2608	LainoaSoftware
YSCB	YSSY	YSCB DCT CULIN Y59 RIVET DCT YSSY	2608	LainoaSoftware
YWLM	YBBN	YWLM DCT KEXAR DCT TIMBO W342 LOSKU H140 IDNER H66 BLAKA DCT YBBN	2608	LainoaSoftware
ZBAA	VTBS	ZBAA DCT RUSDO W45 NUPTI R343 WUY R474 NOB B465 MC R474 ALBOS DCT VTBS	2608	LainoaSoftware
ZBAA	ZSYT	ZBAA DCT IGMOR W36 LOTGO W575 GOTSU W201 OSVEN W588 GUMED DCT ZSYT	2608	LainoaSoftware
ZBAD	ZYCC	ZBAD DCT AD512 DCT SOTMU G212 TGO G341 BUTET DCT ZYCC	2608	LainoaSoftware
ZBTJ	ZLXY	ZBTJ DCT OMDEK DCT GUVRI V152 TONOV DCT SUMSO B215 OVKOM W287 MENED W276 LOVRA DCT ZLXY	2608	LainoaSoftware
ZYCC	ZBAD	ZYCC DCT BUTET G341 TGO G212 BUMDU DCT ZBAD	2608	LainoaSoftware
LEMG	GEML	LEMG DCT INKAL L195 LUVIV L58 BERUM UW700 IXIRI DCT GEML	2607	LainoaSoftware
ZBAA	ZLLL	ZBAA DCT RUSDO W45 ATMIL W276 KAPDO B215 OROXU DCT ZLLL	2608	LainoaSoftware
KAUS	KORD	KAUS DCT ACT J21 FUZ J181 OKM V532 FSM V289 VIH V14 STEER DCT FTZ DCT KORD	2608	LainoaSoftware
KCLT	KIAH	KCLT DCT DEBIE DCT PELAM V415 TALLE T484 NELLO V417 MAYES T292 HOKES V417 VUZ V278 BESOM T486 UYSEF V278 IGB V245 MHZ T474 AEX DCT KIAH	2608	LainoaSoftware
KCVG	KEWR	KCVG DCT PLASH DCT ROD J152 JST V106 RASHE T212 LVZ DCT KEWR	2608	LainoaSoftware
KDEN	KRNO	KDEN DCT CHNGY DCT JESIE V200 EKR J173 TCH J154 BVL Q124 MCORD Q122 MACUS DCT PYGOW DCT ANAHO DCT KRNO	2608	LainoaSoftware
KEWR	KCVG	KEWR DCT BIGGY V3 MAZIE T438 DUMMR T299 HAR J152 BLISS DCT SAVVI DCT KCVG	2608	LainoaSoftware
KFLL	CYUL	KFLL DCT ETECK AR18 ROWSY Y493 COACH AR24 JAZZI AR3 JRDAN AR19 CHIEZ Q161 KOOKI DCT CHWAN T307 ORF T303 CYN Q409 WHITE T224 JFK Q133 PBERG DCT CYUL	2608	LainoaSoftware
KLAS	KLGB	KLAS DCT RADYR DCT WOPMA T359 DANBY V587 DAG DCT KLGB	2608	LainoaSoftware
KLAX	CYVR	KLAX DCT GMN V23 EHF J5 FMG T274 SEDTO V165 LKV J5 SEA Q902 ROSLN DCT ROESH DCT BUICK DCT CYVR	2608	LainoaSoftware
KLAX	KASE	KLAX DCT BEALE J146 DVC DCT PEEDY DCT KASE	2608	LainoaSoftware
KMIA	SBGR	KMIA DCT URSUS G430 BILSI L795 GELOG UL795 UTPAM UZ87 OBLUG UZ42 ZARES DCT SBGR	2608	LainoaSoftware
KPDX	KSJC	KPDX DCT HRMNS J189 LMT J65 RBL DCT KSJC	2608	LainoaSoftware
KPHL	TJSJ	KPHL DCT WNSTN DCT SIE B24 WEBBB Y484 OKONU DCT KEEKA M597 THANK DCT TJSJ	2608	LainoaSoftware
LEVC	LEMD	LEVC DCT CENTA N733 PRADO DCT LEMD	2608	LainoaSoftware
LFPG	EGCC	LFPG DCT OPALE T421 BIG T420 ELVOS DCT EGCC	2608	LainoaSoftware
LFPG	LOWW	LFPG DCT DIKOL J10 SUIPE M163 MMD DCT DIPCE DCT LUPEN T107 ROKIL DCT OLETU L603 EBEDA L173 TITIG DCT SBG DCT NEMAL DCT LOWW	2608	LainoaSoftware
LIPZ	LEMD	LIPZ DCT VIC L615 VADIK DCT EXFIN DCT ACMIZ DCT IBNAN DCT TOVSA DCT DIXER DCT ULCOR DCT KEMMI Q712 ENOBA Z185 BORDI DCT VAMTU DCT MAMES M984 BGR N975 RAMON T520 CMA Z596 TERSA DCT LEMD	2608	LainoaSoftware
LLBG	LHBP	LLBG DCT MERVA P68 APLON L609 ALKIS G18 RDS G80 BANRO DCT VADEN L610 PELOV L617 PARAK DCT MAVIR DCT BUGAC DCT EBAMO DCT LHBP	2608	LainoaSoftware
LPPT	EHAM	LPPT DCT ORVED DCT TOFEF N870 RODAP N873 DELOG DCT YURZI DCT BAZOS DCT ATREX DCT OBIVA DCT BARLI DCT BELOB UY873 DENUT DCT EHAM	2608	LainoaSoftware
MMSD	MMMX	MMSD DCT MENVI DCT USBOG UJ54 OLESI UJ20 MZT UJ33 UKIRO UT129 DARAN DCT MMMX	2608	LainoaSoftware
MMUN	KMSP	MMUN DCT ROTGI M219 RAKAR L333 HRV DCT RAYOP V543 OYSTY J35 XESSS J14 LIT J131 RUSLR J35 FAM J151 STL V580 BRL V67 ALO DCT KMSP	2608	LainoaSoftware
MSLP	KIAD	MSLP DCT NAGEL H225 SAP G521 CZM B881 CUN M219 CIGAR M215 KNOST Q109 TEEEM Q99 UMBRE DCT DORRN DCT KIAD	2608	LainoaSoftware
MWCR	KMIA	MWCR DCT RIKEL G877 UCL G448 IKBIX DCT KMIA	2608	LainoaSoftware
MYNN	MYEH	MYNN DCT JEDIK DCT MAPRE DCT MYEH	2607	LainoaSoftware
RJCC	RJBE	RJCC DCT HWE Y14 GOLDO Y381 KMC Y382 WAKIT Y201 TRACY DCT RJBE	2608	LainoaSoftware
RKSI	ROAH	RKSI DCT BOPTA Z51 BEDES Y711 KIDOS Z81 CJU A586 GUPTI DCT ROAH	2608	LainoaSoftware
SBRF	SBBR	SBRF DCT GAVAK UZ30 DABAD UZ19 LOLIP UZ30 ARNOX Z9 LODOT UZ17 EKERA Z9 DEVET UZ17 ILRUM Z9 EDVEK UL576 VADOP DCT SBBR	2608	LainoaSoftware
SKRG	SKCL	SKRG DCT MRN UW26 RNG W3 IRIGI DCT ULQ DCT SKCL	2608	LainoaSoftware
UAII	UAAA	UAII DCT KOLAM N143 KIZMI Z817 AGLEK Z370 EKLAT DCT UAAA	2608	LainoaSoftware
VOBL	VEBS	VOBL DCT TULNA W116 MMV A465 VVZ J26 ENVUK W90 BBS DCT VEBS	2607	LainoaSoftware
WSSL	WMSA	WSSL DCT MASBO A457 GUPTA DCT WMSA	2608	LainoaSoftware
WSSS	VVNB	WSSS DCT VMR L642 ENREP M753 BITOD M755 TIA B329 VILAO N639 BIVIM DCT VVNB	2608	LainoaSoftware
ZBAD	ZSNB	ZBAD DCT AD535 DCT VYK W40 YQG W142 DALIM A593 NIXEM W185 YCH V53 PIKAS G330 PK W116 JTN G204 AND DCT ZSNB	2608	LainoaSoftware
ZGNN	ZHHH	ZGNN DCT VAPNA R474 OSRIV W159 LBN R343 GOSMA W82 UPMAT DCT ZHHH	2608	LainoaSoftware
ZHCC	ZJSY	ZHCC DCT DUDBI W37 PONUD DCT HOK A461 LKO R343 ENKUS W120 IVPUB W159 BHY W70 NYB G221 UPRIS DCT ZJSY	2608	LainoaSoftware
ZHCC	ZSPD	ZHCC DCT DUDBI W128 FYG B208 MAGLI V64 NOBEM W135 DOGVI W545 ESBAG R343 SASAN DCT ZSPD	2608	LainoaSoftware
ZSOF	ZUCK	ZSOF DCT MIDOX R343 WHA A581 IDGAG W80 IRPOG DCT ZUCK	2608	LainoaSoftware
